[11:20:13.979] [INFO   ] thread main starting.
[11:20:13.993] [SEVERE ] cannot read configuration file config.properties trying from resources.
[11:20:13.997] [SEVERE ] configuration file was loaded from resources directory.
[11:20:15.403] [INFO   ] thread dealer starting.
[11:20:15.404] [INFO   ] thread dealer starting.
[11:20:15.406] [INFO   ] thread Thread-0 starting.
[11:20:15.411] [INFO   ] creat AI step 1 
[11:20:15.411] [INFO   ] thread computer-0 starting.
[11:20:15.412] [INFO   ] creat AI step 2 
[11:20:15.412] [INFO   ] creat AI step 3 
[11:20:15.413] [INFO   ] thread Thread-0wip1
[11:20:15.416] [INFO   ] thread Thread-1 starting.
[11:20:15.413] [INFO   ] creat AI step 7 
[11:20:15.417] [INFO   ] thread Thread-0wip2
[11:20:15.418] [INFO   ] creat AI step 1 
[11:20:15.418] [INFO   ] AI key pressed step 1 
[11:20:15.419] [INFO   ] thread computer-1 starting.
[11:20:15.418] [INFO   ] thread Thread-0wip3
[11:20:15.419] [INFO   ] creat AI step 2 
[11:20:15.419] [INFO   ] thread Thread-0wip4
[11:20:15.419] [INFO   ] AI key pressed step 2 
[11:20:15.419] [SEVERE ] updating countdown to 60000
[11:20:15.419] [INFO   ] thread Thread-1wip1
[11:20:15.419] [INFO   ] creat AI step 3 
[11:20:15.421] [INFO   ] thread Thread-1wip2
[11:20:15.421] [INFO   ] KP step 1computer-0
[11:20:15.422] [INFO   ] thread Thread-1wip3
[11:20:15.423] [INFO   ] thread Thread-1wip4
[11:20:15.422] [INFO   ] KP step 7computer-0
[11:20:15.423] [INFO   ] creat AI step 7 
[11:20:15.423] [INFO   ] AI key pressed step 3, random slot: 1
[11:20:15.423] [INFO   ] AI key pressed step 1 
[11:20:15.423] [INFO   ] creat AI step 8 
[11:20:15.424] [INFO   ] AI key pressed step 2 
[11:20:15.424] [INFO   ] creat AI step 9 
[11:20:15.425] [INFO   ] KP step 1computer-1
[11:20:15.425] [INFO   ] thread Thread-0wip5
[11:20:15.426] [INFO   ] KP step 7computer-1
[11:20:15.426] [INFO   ] AI key pressed step 3, random slot: 1
[11:20:15.426] [INFO   ] thread Thread-0wip1
[11:20:15.426] [INFO   ] creat AI step 8 
[11:20:15.427] [INFO   ] thread Thread-0wip2
[11:20:15.427] [INFO   ] creat AI step 9 
[11:20:15.427] [INFO   ] thread Thread-0wip3
[11:20:15.427] [INFO   ] thread Thread-1wip5
[11:20:15.428] [INFO   ] thread Thread-0wip4
[11:20:15.429] [INFO   ] thread Thread-1wip1
[11:20:15.430] [INFO   ] thread Thread-1wip2
[11:20:15.430] [INFO   ] thread Thread-1wip3
[11:20:15.430] [INFO   ] thread Thread-1wip4
[11:20:15.431] [INFO   ] creat AI step 10 
[11:20:15.431] [INFO   ] creat AI step 10 
[11:20:15.434] [INFO   ] creat AI step 11 
[11:20:15.434] [INFO   ] creat AI step 3 
[11:20:15.434] [INFO   ] creat AI step 7 
[11:20:15.434] [INFO   ] AI key pressed step 1 
[11:20:15.434] [INFO   ] AI key pressed step 2 
[11:20:15.434] [INFO   ] KP step 1computer-1
[11:20:15.434] [INFO   ] creat AI step 11 
[11:20:15.436] [INFO   ] KP step 7computer-1
[11:20:15.436] [INFO   ] creat AI step 3 
[11:20:15.436] [INFO   ] AI key pressed step 3, random slot: 5
[11:20:15.437] [INFO   ] creat AI step 7 
[11:20:15.437] [INFO   ] creat AI step 8 
[11:20:15.438] [INFO   ] creat AI step 9 
[11:20:15.438] [INFO   ] AI key pressed step 1 
[11:20:15.451] [INFO   ] AI key pressed step 2 
[11:20:15.451] [INFO   ] thread Thread-1wip5
[11:20:15.451] [INFO   ] thread Thread-1wip1
[11:20:15.451] [INFO   ] KP step 1computer-0
[11:20:15.452] [INFO   ] KP step 7computer-0
[11:20:15.452] [INFO   ] AI key pressed step 3, random slot: 1
[11:20:15.452] [INFO   ] creat AI step 8 
[11:20:15.453] [INFO   ] creat AI step 9 
[11:20:15.453] [INFO   ] thread Thread-0wip5
[11:20:15.452] [INFO   ] thread Thread-1wip2
[11:20:15.454] [INFO   ] thread Thread-0wip1
[11:20:15.454] [INFO   ] thread Thread-1wip3
[11:20:15.454] [INFO   ] thread Thread-0wip2
[11:20:15.454] [INFO   ] thread Thread-1wip4
[11:20:15.454] [INFO   ] thread Thread-0wip3
[11:20:15.456] [INFO   ] creat AI step 10 
[11:20:15.456] [INFO   ] thread Thread-0wip4
[11:20:15.457] [INFO   ] creat AI step 11 
[11:20:15.457] [INFO   ] creat AI step 10 
[11:20:15.457] [INFO   ] creat AI step 3 
[11:20:15.457] [INFO   ] creat AI step 11 
[11:20:15.457] [INFO   ] creat AI step 7 
[11:20:15.458] [INFO   ] creat AI step 3 
[11:20:15.458] [INFO   ] AI key pressed step 1 
[11:20:15.459] [INFO   ] creat AI step 7 
[11:20:15.459] [INFO   ] AI key pressed step 2 
[11:20:15.459] [INFO   ] AI key pressed step 1 
[11:20:15.459] [INFO   ] KP step 1computer-1
[11:20:15.460] [INFO   ] AI key pressed step 2 
[11:20:15.461] [INFO   ] KP step 7computer-1
[11:20:15.461] [INFO   ] KP step 1computer-0
[11:20:15.462] [INFO   ] AI key pressed step 3, random slot: 1
[11:20:15.463] [INFO   ] KP step 7computer-0
[11:20:15.463] [INFO   ] creat AI step 8 
[11:20:15.464] [INFO   ] AI key pressed step 3, random slot: 0
[11:20:15.464] [INFO   ] creat AI step 9 
[11:20:15.465] [INFO   ] creat AI step 8 
[11:20:15.465] [INFO   ] creat AI step 9 
[11:20:15.465] [INFO   ] thread Thread-1wip5
[11:20:15.465] [INFO   ] thread Thread-0wip5
[11:20:15.465] [INFO   ] thread Thread-1wip1
[11:20:15.466] [INFO   ] thread Thread-0wip1
[11:20:15.466] [INFO   ] thread Thread-1wip2
[11:20:15.466] [INFO   ] thread Thread-0wip2
[11:20:15.466] [INFO   ] thread Thread-1wip3
[11:20:15.466] [INFO   ] thread Thread-0wip3
[11:20:15.467] [INFO   ] thread Thread-1wip4
[11:20:15.467] [INFO   ] thread Thread-0wip4
[11:20:15.467] [INFO   ] creat AI step 10 
[11:20:15.468] [INFO   ] creat AI step 10 
[11:20:15.468] [INFO   ] creat AI step 11 
[11:20:15.468] [INFO   ] creat AI step 11 
[11:20:15.468] [INFO   ] creat AI step 3 
[11:20:15.468] [INFO   ] creat AI step 3 
[11:20:15.469] [INFO   ] creat AI step 7 
[11:20:15.469] [INFO   ] AI key pressed step 1 
[11:20:15.469] [INFO   ] creat AI step 7 
[11:20:15.469] [INFO   ] AI key pressed step 2 
[11:20:15.470] [INFO   ] AI key pressed step 1 
[11:20:15.470] [INFO   ] KP step 1computer-1
[11:20:15.471] [INFO   ] AI key pressed step 2 
[11:20:15.471] [INFO   ] KP step 7computer-1
[11:20:15.472] [INFO   ] AI key pressed step 3, random slot: 3
[11:20:15.472] [INFO   ] creat AI step 8 
[11:20:15.472] [INFO   ] creat AI step 9 
[11:20:15.471] [INFO   ] KP step 1computer-0
[11:20:15.474] [INFO   ] thread Thread-1wip5
[11:20:15.474] [INFO   ] KP step 7computer-0
[11:20:15.474] [INFO   ] AI key pressed step 3, random slot: 10
[11:20:15.474] [INFO   ] creat AI step 8 
[11:20:15.474] [INFO   ] thread Thread-1wip1
[11:20:15.474] [INFO   ] creat AI step 9 
[11:20:15.474] [INFO   ] thread Thread-1wip2
[11:20:15.474] [INFO   ] thread Thread-0wip5
[11:20:15.474] [INFO   ] thread Thread-1wip3
[11:20:15.476] [INFO   ] thread Thread-0wip1
[11:20:15.476] [INFO   ] thread Thread-1wip4
[11:20:15.476] [INFO   ] thread Thread-0wip2
[11:20:15.477] [INFO   ] creat AI step 10 
[11:20:15.477] [INFO   ] thread Thread-0wip3
[11:20:15.478] [INFO   ] thread Thread-0wip4
[11:20:15.477] [INFO   ] creat AI step 11 
[11:20:15.478] [INFO   ] creat AI step 10 
[11:20:15.478] [INFO   ] creat AI step 3 
[11:20:15.478] [INFO   ] creat AI step 7 
[11:20:15.479] [INFO   ] AI key pressed step 1 
[11:20:15.479] [INFO   ] AI key pressed step 2 
[11:20:15.479] [INFO   ] KP step 1computer-1
[11:20:15.479] [INFO   ] KP step 7computer-1
[11:20:15.478] [INFO   ] creat AI step 11 
[11:20:15.479] [INFO   ] AI key pressed step 3, random slot: 4
[11:20:15.480] [INFO   ] creat AI step 8 
[11:20:15.480] [INFO   ] creat AI step 3 
[11:20:15.480] [INFO   ] creat AI step 9 
[11:20:15.480] [INFO   ] creat AI step 7 
[11:20:15.481] [INFO   ] AI key pressed step 1 
[11:20:15.481] [INFO   ] AI key pressed step 2 
[11:20:15.481] [INFO   ] KP step 1computer-0
[11:20:15.481] [INFO   ] thread Thread-1wip5
[11:20:15.482] [INFO   ] thread Thread-1wip1
[11:20:15.481] [INFO   ] KP step 7computer-0
[11:20:15.482] [INFO   ] thread Thread-1wip2
[11:20:15.482] [INFO   ] thread Thread-1wip3
[11:20:15.482] [INFO   ] thread Thread-1wip4
[11:20:15.482] [INFO   ] AI key pressed step 3, random slot: 7
[11:20:15.483] [INFO   ] creat AI step 10 
[11:20:15.483] [INFO   ] creat AI step 8 
[11:20:15.483] [INFO   ] creat AI step 11 
[11:20:15.483] [INFO   ] creat AI step 9 
[11:20:15.483] [INFO   ] creat AI step 3 
[11:20:15.484] [INFO   ] creat AI step 7 
[11:20:15.484] [INFO   ] thread Thread-0wip5
[11:20:15.484] [INFO   ] thread Thread-0wip1
[11:20:15.484] [INFO   ] AI key pressed step 1 
[11:20:15.484] [INFO   ] thread Thread-0wip2
[11:20:15.484] [INFO   ] AI key pressed step 2 
[11:20:15.484] [INFO   ] thread Thread-0wip3
[11:20:15.484] [INFO   ] KP step 1computer-1
[11:20:15.486] [INFO   ] thread Thread-0wip4
[11:20:15.486] [INFO   ] KP step 7computer-1
[11:20:15.486] [INFO   ] AI key pressed step 3, random slot: 2
[11:20:15.486] [INFO   ] creat AI step 8 
[11:20:15.486] [INFO   ] creat AI step 10 
[11:20:15.487] [INFO   ] creat AI step 9 
[11:20:15.487] [INFO   ] creat AI step 11 
[11:20:15.487] [INFO   ] creat AI step 3 
[11:20:15.488] [INFO   ] creat AI step 7 
[11:20:15.488] [INFO   ] AI key pressed step 1 
[11:20:15.488] [INFO   ] AI key pressed step 2 
