[11:09:25.804] [INFO   ] thread main starting.
[11:09:25.815] [SEVERE ] cannot read configuration file config.properties trying from resources.
[11:09:25.818] [SEVERE ] configuration file was loaded from resources directory.
[11:09:26.909] [INFO   ] thread dealer starting.
[11:09:26.911] [INFO   ] thread dealer starting.
[11:09:26.914] [INFO   ] thread Thread-0 starting.
[11:09:26.918] [INFO   ] creat AI step 1 
[11:09:26.919] [INFO   ] thread computer-0 starting.
[11:09:26.919] [INFO   ] creat AI step 2 
[11:09:26.919] [INFO   ] creat AI step 3 
[11:09:26.919] [INFO   ] thread Thread-0wip1
[11:09:26.921] [INFO   ] thread Thread-1 starting.
[11:09:26.919] [INFO   ] creat AI step 7 
[11:09:26.921] [INFO   ] thread Thread-0wip2
[11:09:26.921] [INFO   ] AI key pressed step 1 
[11:09:26.922] [INFO   ] thread Thread-0wip3
[11:09:26.923] [INFO   ] thread Thread-0wip4
[11:09:26.923] [INFO   ] AI key pressed step 2 
[11:09:26.923] [INFO   ] KP step 1computer-0
[11:09:26.923] [INFO   ] KP step 7computer-0
[11:09:26.924] [INFO   ] AI key pressed step 3, random slot: 3
[11:09:26.924] [INFO   ] creat AI step 8 
[11:09:26.924] [INFO   ] creat AI step 9 
[11:09:26.924] [INFO   ] thread Thread-0wip5
[11:09:26.927] [INFO   ] thread Thread-0wip1
[11:09:26.927] [INFO   ] thread Thread-0wip2
[11:09:26.927] [INFO   ] thread Thread-0wip3
[11:09:26.928] [INFO   ] thread Thread-0wip4
[11:09:26.928] [INFO   ] creat AI step 10 
[11:09:26.928] [INFO   ] creat AI step 11 
[11:09:26.929] [INFO   ] creat AI step 3 
[11:09:26.929] [INFO   ] creat AI step 7 
[11:09:26.929] [INFO   ] AI key pressed step 1 
[11:09:26.929] [INFO   ] AI key pressed step 2 
[11:09:26.930] [INFO   ] KP step 1computer-0
[11:09:26.930] [INFO   ] KP step 7computer-0
[11:09:26.930] [INFO   ] AI key pressed step 3, random slot: 2
[11:09:26.931] [INFO   ] creat AI step 8 
[11:09:26.931] [INFO   ] creat AI step 9 
[11:09:26.931] [INFO   ] thread Thread-0wip5
[11:09:26.932] [INFO   ] thread Thread-0wip1
[11:09:26.932] [INFO   ] thread Thread-0wip2
[11:09:26.932] [INFO   ] thread Thread-0wip3
[11:09:26.933] [INFO   ] thread Thread-0wip4
[11:09:26.933] [INFO   ] creat AI step 10 
[11:09:26.934] [INFO   ] creat AI step 11 
[11:09:26.934] [INFO   ] creat AI step 3 
[11:09:26.934] [INFO   ] creat AI step 7 
[11:09:26.934] [INFO   ] AI key pressed step 1 
[11:09:26.935] [INFO   ] AI key pressed step 2 
[11:09:26.935] [INFO   ] KP step 1computer-0
[11:09:26.935] [INFO   ] KP step 7computer-0
[11:09:26.936] [INFO   ] AI key pressed step 3, random slot: 11
[11:09:26.936] [INFO   ] creat AI step 8 
[11:09:26.936] [INFO   ] creat AI step 9 
[11:09:26.936] [INFO   ] thread Thread-0wip5
[11:09:26.936] [INFO   ] thread Thread-0wip1
[11:09:26.937] [INFO   ] thread Thread-0wip2
[11:09:26.937] [INFO   ] thread Thread-0wip3
[11:09:26.937] [INFO   ] thread Thread-0wip4
[11:09:26.937] [INFO   ] creat AI step 10 
[11:09:26.938] [INFO   ] creat AI step 11 
[11:09:26.938] [INFO   ] creat AI step 3 
[11:09:26.938] [INFO   ] creat AI step 7 
[11:09:26.939] [INFO   ] AI key pressed step 1 
[11:09:26.939] [INFO   ] AI key pressed step 2 
[11:09:26.939] [INFO   ] KP step 1computer-0
[11:09:26.939] [INFO   ] KP step 7computer-0
[11:09:26.939] [INFO   ] AI key pressed step 3, random slot: 9
[11:09:26.940] [INFO   ] creat AI step 8 
[11:09:26.940] [INFO   ] creat AI step 9 
[11:09:26.940] [INFO   ] thread Thread-0wip5
[11:09:26.940] [INFO   ] thread Thread-0wip1
[11:09:26.941] [INFO   ] thread Thread-0wip2
[11:09:26.941] [INFO   ] thread Thread-0wip3
[11:09:26.941] [INFO   ] thread Thread-0wip4
[11:09:26.941] [INFO   ] creat AI step 10 
[11:09:26.941] [INFO   ] creat AI step 11 
[11:09:26.942] [INFO   ] creat AI step 3 
[11:09:26.942] [INFO   ] creat AI step 7 
[11:09:26.942] [INFO   ] AI key pressed step 1 
[11:09:26.942] [INFO   ] AI key pressed step 2 
[11:09:26.942] [INFO   ] KP step 1computer-0
[11:09:26.943] [INFO   ] KP step 7computer-0
[11:09:26.943] [INFO   ] AI key pressed step 3, random slot: 11
[11:09:26.943] [INFO   ] creat AI step 8 
[11:09:26.943] [INFO   ] creat AI step 9 
[11:09:26.944] [INFO   ] thread Thread-0wip5
[11:09:26.944] [INFO   ] thread Thread-0wip1
[11:09:26.944] [INFO   ] thread Thread-0wip2
[11:09:26.944] [INFO   ] thread Thread-0wip3
[11:09:26.944] [INFO   ] thread Thread-0wip4
[11:09:26.944] [INFO   ] creat AI step 10 
[11:09:26.945] [INFO   ] creat AI step 11 
[11:09:26.945] [INFO   ] creat AI step 3 
[11:09:26.945] [INFO   ] creat AI step 7 
[11:09:26.946] [INFO   ] AI key pressed step 1 
[11:09:26.946] [INFO   ] AI key pressed step 2 
[11:09:26.946] [INFO   ] KP step 1computer-0
[11:09:26.947] [INFO   ] KP step 7computer-0
[11:09:26.948] [INFO   ] AI key pressed step 3, random slot: 9
[11:09:26.948] [INFO   ] creat AI step 8 
[11:09:26.948] [INFO   ] creat AI step 9 
[11:09:26.949] [INFO   ] thread Thread-0wip5
[11:09:26.949] [INFO   ] thread Thread-0wip1
[11:09:26.950] [INFO   ] thread Thread-0wip2
[11:09:26.950] [INFO   ] thread Thread-0wip3
[11:09:26.950] [INFO   ] thread Thread-0wip4
[11:09:26.951] [INFO   ] creat AI step 10 
[11:09:26.951] [INFO   ] creat AI step 11 
[11:09:26.951] [INFO   ] creat AI step 3 
[11:09:26.951] [INFO   ] creat AI step 7 
[11:09:26.952] [INFO   ] AI key pressed step 1 
[11:09:26.952] [INFO   ] AI key pressed step 2 
[11:09:26.952] [INFO   ] KP step 1computer-0
[11:09:26.952] [INFO   ] KP step 7computer-0
[11:09:26.952] [INFO   ] AI key pressed step 3, random slot: 5
[11:09:26.953] [INFO   ] creat AI step 8 
[11:09:26.953] [INFO   ] creat AI step 9 
[11:09:26.953] [INFO   ] thread Thread-0wip5
[11:09:26.953] [INFO   ] thread Thread-0wip1
[11:09:26.953] [INFO   ] creat AI step 1 
[11:09:26.954] [INFO   ] thread computer-1 starting.
[11:09:26.954] [INFO   ] thread Thread-0wip2
[11:09:26.954] [INFO   ] creat AI step 2 
[11:09:26.955] [INFO   ] creat AI step 3 
[11:09:26.955] [INFO   ] creat AI step 7 
[11:09:26.955] [INFO   ] thread Thread-0wip3
[11:09:26.955] [INFO   ] AI key pressed step 1 
[11:09:26.955] [SEVERE ] updating countdown to 60000
[11:09:26.955] [INFO   ] thread Thread-1wip1
[11:09:26.956] [INFO   ] AI key pressed step 2 
[11:09:26.956] [INFO   ] thread Thread-0wip4
[11:09:26.956] [INFO   ] KP step 1computer-1
[11:09:26.956] [INFO   ] thread Thread-1wip2
[11:09:26.957] [INFO   ] KP step 7computer-1
[11:09:26.957] [INFO   ] creat AI step 10 
[11:09:26.958] [INFO   ] AI key pressed step 3, random slot: 0
[11:09:26.958] [INFO   ] thread Thread-1wip3
[11:09:26.958] [INFO   ] creat AI step 8 
[11:09:26.958] [INFO   ] creat AI step 11 
[11:09:26.958] [INFO   ] thread Thread-1wip4
